,Wi,Xi,Yi,Ti,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
329,(7+0j),(95.80598664615732+0j),(-131.54909408683682+0j),(5+0j),(15.767351083564769-5.389809186051168j),(-2.3531516506365175-4.820621419435163j),(-3.9581159571799773-10.141132674590551j),(-22.461850134593654+15.671938407043902j),(-26.57731966379489-5.6060853194622755j),(-8.708344000852897-19.740635200259565j),(-3.9235311640845625-3.276037107371609j),(6.7924869585110415-11.00253486246108j),(6.370084485495489-15.136065050174254j),(0.12802508600447443-14.010851181262806j),(0.1995750820687449+0.10085299512403778j),(-2.8569982002854317-5.12181605617558j)
330,(4+0j),(86.94723372414929+0j),(-11.96391919924147+0j),(1+0j),(2.43534829163179+12.854895179956067j),(-4.229782230260934-2.242127363071334j),(9.846039826937256-18.786820686498082j),(6.11817508603392+4.0463107999031696j),(-7.44407476956924+1.322397766837701j),(21.793325724500754+11.386889033145984j),(5.730225264483478-3.281773454690014j),(1.676263252591078-7.852169530404838j),(-18.577818533093343-9.919944860575722j),(4.584831641675632+9.476838766355648j),(3.432474345792965+14.482922320693161j),(-7.47031267110569-15.216257183569933j)
331,(7+0j),(-102.27160265263322+0j),(95.232868353361+0j),(11+0j),(-7.603465890781072+1.2694193207180084j),(6.196455087410334-6.2595833924343705j),(-15.507179994177015+0.26107708883460845j),(-7.437913859627021-13.111680694723908j),(8.935985543058264-18.677485064949213j),(-8.40465480147886+5.318583831401689j),(-2.1141528971264387+1.7174603110109934j),(16.038036247575704-16.525932433474594j),(3.5727836096801244-7.2010964201491205j),(-13.805518855618665+3.597448246395473j),(-1.2724293806343767-12.66549079247184j),(7.655470510244374-1.403344310456789j)
332,(7+0j),(75.9279493802299+0j),(-86.68207721612922+0j),(9+0j),(5.299818106261145+11.335197410318047j),(-3.8380722689816116-2.8737839103487426j),(-25.071284917733948+8.574705945658065j),(-0.6896718096148214+9.4665983599325j),(13.525675170161977+0.07650815213559797j),(1.9275406514794229-4.480147921510561j),(8.928041520045507-10.611421078512501j),(-3.6993844032829664+2.0218898949971402j),(3.072705493764393+4.2220522923035055j),(2.688311958314438-5.570565653259791j),(-9.626125326181887+6.869498554830351j),(1.1254817208054035-4.116579785715257j)
333,(3+0j),(95.16882566846809+0j),(60.62591352775254+0j),(7+0j),(-3.2069750087811872-14.947793126526923j),(-9.430977814667203-9.680559546491999j),(-2.42288129155448+14.867353544089175j),(11.722168307618652+6.276902161496992j),(12.97817638049514+17.421677393839015j),(-5.23633366097623-4.620697123131878j),(4.444233427279589+3.6015655627658028j),(-15.903939474464377+11.696169613887635j),(-17.082670997978745+7.598131893551448j),(-6.406941023924835+15.83241040197856j),(-2.9833438240170636+4.470082010523523j),(-6.99761471626697+1.2394663074191057j)
334,(6+0j),(65.73907861239199+0j),(-93.20254137942476+0j),(4+0j),(9.870187913532886-0.274140376323182j),(-4.989656405902425+2.541676403964845j),(13.496313167770126+8.491794355666102j),(-4.864738432762957+7.9600781828965905j),(-6.028638681849423+5.635520394717131j),(7.671529919307105-13.103673297752731j),(12.887233465409631+22.47409358255084j),(2.34237326964126+5.150914927779404j),(4.600228281346961-10.650390861842641j),(3.092721434870626+4.552382963846703j),(-0.23101875985483106+15.876923421332998j),(0.21775730870319016-4.574221028229725j)
335,(4+0j),(-50.209493396512606+0j),(-75.91582396046938+0j),(2+0j),(-12.206312698740518-2.4279715150481755j),(7.312678665157007+11.78075119103448j),(9.301184314388355-5.571662695754087j),(-6.621034805048776-1.482956919097532j),(-4.224980599864637-1.8413308665525607j),(1.4889527191141498+5.618300438317644j),(-10.092837020513796-4.262328993674526j),(13.299190198685928-4.744703208115694j),(6.765652918625018+3.1621905496128138j),(-4.822090465125232+6.39655021227772j),(9.262485667842858-6.8203075796881105j),(2.26649033835927-0.8041224621423448j)
336,(6+0j),(-44.52934738734117+0j),(72.43555266291327+0j),(10+0j),(-9.420012095090843+18.52427321372468j),(11.048399530656617+20.038404015768037j),(-7.432263914330126-11.602878756092533j),(-2.6752590653638606-6.435549921920002j),(-6.334128477000309+9.976642255391852j),(-19.668056126479378+12.197143391794903j),(0.4368910405121852+10.90362737494841j),(7.78641745776067-15.367916211429545j),(4.2992309362880174+13.69676992974939j),(4.5347155472827945+14.819815354507977j),(-13.711978859493623+10.64366181665164j),(15.914124079051845+7.99675952328332j)
337,(6+0j),(24.090838031925156+0j),(164.90505087904296+0j),(7+0j),(6.4188098694175615-4.71926779309194j),(-4.186904523196565+4.616558009297752j),(-19.787255520805132-20.444967284890655j),(7.668975820877036-0.9121172031208197j),(4.742866877451983+1.7528672283169295j),(12.85186589285701+12.333104032720705j),(-10.661105690974184+6.150984959201774j),(0.4277558964164882-13.468925098905496j),(1.7467104192843543+23.92674613027213j),(6.494498985277431+2.414133504140801j),(-21.90229770199287+12.749989693433069j),(27.865413721143028-7.395180331548396j)
338,(5+0j),(-76.41561362314916+0j),(-64.12078293401632+0j),(1+0j),(-4.014586972590574-9.423137658541972j),(19.77114012519815+9.70790286807096j),(-6.842049526575354-7.738469160019021j),(18.578900721641194-4.170439948713092j),(13.046122091230561-4.775365244294419j),(6.154114399855294-5.0083774160990515j),(-9.51262720672702+9.68582773245222j),(1.0852045506377288-11.177641275269341j),(-8.932149098842837-17.557201339245342j),(2.7420479159234845-9.829921645455833j),(3.5177822945985247-7.466047914009977j),(-6.599840476940303+11.725994083212829j)
339,(3+0j),(92.17637638378278+0j),(181.9494169205995+0j),(10+0j),(-8.799953648005891+7.224033818195853j),(-6.197620960200515+10.414399131872106j),(-3.408537083194066-8.491141372560731j),(27.22410405520757-2.332716419561928j),(0.32900404967743+23.342194501109418j),(-10.467881032310943-6.662719855038814j),(-5.200614726060876-8.252330890585391j),(-24.93471652249568+5.064764853510541j),(-9.422994418556028+0.402284673101692j),(-0.0003864585293543944-0.5605290935992157j),(-19.44401562160568+1.8785481649311364j),(4.8649121745285875-13.738498556010574j)
340,(3+0j),(-29.014112722203343+0j),(8.506935074756772+0j),(7+0j),(12.439800788731041-4.592626234279008j),(-17.098196081593724-7.004612936260699j),(-9.16497857267834-16.112840935795433j),(-11.39018894516358-8.2121741116032j),(13.77928830417911+6.9784825281262375j),(5.039032753410969+6.0052107795957586j),(4.468197568958664+0.3872481692135426j),(3.3109241096811086+12.924855475875336j),(-11.217694997138963-1.1751471663885407j),(3.434612460920383+5.877516141461329j),(-6.347345679638296-12.233460912764656j),(1.0788868241846898+13.311418370343358j)
341,(3+0j),(170.0807768115821+0j),(-33.50719777013161+0j),(4+0j),(7.136887178097769-0.9583942430127491j),(11.847245464505836+7.3204000916383025j),(10.002391172336964+14.562399345977628j),(6.349752021072228-12.198689355685113j),(18.405863977324504+4.366878028543831j),(-7.88254787648556+4.230806912764925j),(14.10958885852075-10.11118460735009j),(-0.4243030240854869+12.749878636344006j),(0.17579274894399693-21.838584975694417j),(4.778941487225568+7.003904682506378j),(-12.664905225589527+0.5888060681822475j),(-4.800147754102319-16.71189471511101j)
342,(3+0j),(-91.33849162316353+0j),(138.72878239068655+0j),(2+0j),(-21.976082576586812+2.8133095725963924j),(10.820443409632867-22.639348818119412j),(6.069516802617125+3.4000927585757723j),(-13.43633621065104-0.561914155992284j),(-5.563196519163124-5.27160279090526j),(4.702065131201438-4.109597297681862j),(0.6114933954310401+8.118789300365993j),(12.980694520888292-9.607106696692j),(5.176605511317376-4.838211436893296j),(2.3615742109755162+10.170399954415277j),(-6.089982549261301-7.366085570102385j),(5.817748096596253+5.236436857849781j)
343,(5+0j),(-168.896212275102+0j),(28.36577077916419+0j),(5+0j),(-12.18160175400945+1.1450600464841338j),(-0.41304559275718555-1.7364290972097844j),(4.643567963079093+8.357751373947156j),(-5.708726131509878+7.117985256962389j),(4.964367639624271+12.774277635521269j),(8.380668678211519-5.913470839113989j),(-1.380357405466327+0.8655281611615138j),(-1.420972483489567+14.952615003442492j),(-7.717423667129465+6.260184581618543j),(-5.933099637120217+5.765846135878675j),(7.040332283721521-0.10984024256422215j),(0.9492655503547421+3.0130539259804126j)
344,(3+0j),(-16.381324171505305+0j),(107.20312130437296+0j),(4+0j),(-4.763257408876432-12.33365929874015j),(-2.6718233739616135+2.293198530955288j),(-10.501659590882305-10.268879522796595j),(2.5455419923679696-10.50897435077003j),(17.117950416536768-3.285881352786512j),(-11.92385502479745+0.574661367317299j),(10.403105275896362-18.32865336702951j),(-5.584712789441309-19.833331604751464j),(3.179973707900502+3.234019133416886j),(5.046784889874683-1.018893541330112j),(5.938834454034396-3.121813849307798j),(-7.055998165666162+5.148044572182092j)
345,(4+0j),(7.418261712697584+0j),(27.155179032277488+0j),(5+0j),(7.790861579754624-1.5234378144654395j),(-3.3000500916331816-6.127563390071304j),(1.2155423760190307-30.96152773088523j),(-6.793990008951024+18.96996148218086j),(-9.572355987319348+18.839471319332596j),(11.038603564230545+5.9716346003462135j),(5.568538837485159-10.506464740775439j),(-3.828987146343658+5.4689194126972565j),(2.514534805532485-10.706812913958474j),(0.34636458397180997+2.2841119145612043j),(6.866063550024148+5.971483537802849j),(-1.6581714832791705+2.4340613306407453j)
346,(5+0j),(-141.0692817429432+0j),(108.62489159330873+0j),(4+0j),(12.202537329870566+8.216395815038872j),(17.092255361603335-0.9528637024133096j),(4.3041289783787855+5.20629925922667j),(10.853790195992751-12.147121108004322j),(0.41595280891974956+7.440430590606864j),(-1.5468658084638187-6.986730837232389j),(18.718973296468057-2.805731982057872j),(-1.0861383405707223-1.2931694076468538j),(7.315640717777567+7.34438170273638j),(20.347417113002912-1.0258083998557357j),(6.391199999827741-7.732197972646022j),(2.0166517790338485-12.33672787461315j)
347,(5+0j),(9.909553020288305+0j),(56.70166195538566+0j),(7+0j),(-2.2040566376584634-11.817933072743303j),(-3.2289981366581273+7.891163606801283j),(3.038694018333042+9.709676337276862j),(12.99889198243044-17.391019709338515j),(4.309717018000611+0.16389461324867177j),(3.0127021914295513+7.268400582525397j),(6.62928785001048-0.46907542022905j),(-4.212671500035565+12.122109524070176j),(-16.135176113720433-9.611782366937073j),(-5.040980488344316+1.7198844428281284j),(13.756816740855388-2.091489425938603j),(-6.645486597947753+15.420967797882874j)
348,(7+0j),(49.53476475899069+0j),(55.68911282365252+0j),(11+0j),(6.882160755064959-9.192500403860684j),(8.458908632958975-3.5598010290066813j),(-9.561075268917921+6.226865512965092j),(-6.571514429379295+3.7567772977507j),(-5.798137901506182-6.378679186454606j),(11.886504012407395-1.0099271059093073j),(1.7912267353268643-0.5984099008261089j),(-9.184195852539093+7.250265785091967j),(-2.6298501923406965+14.439111614586754j),(7.652879527526144-6.281576545021808j),(7.667211641260547+6.51147104506259j),(-6.758517368611884+11.700903481731913j)
349,(6+0j),(88.16258893710544+0j),(-75.54185429244176+0j),(11+0j),(10.195023432626108+5.229625705447425j),(10.594582485638455+8.893364098258605j),(14.401497466447799+3.242459195424321j),(3.6915753540905727-22.462625889570397j),(-19.78243621477571+7.394897483757992j),(3.258783765613667-1.628326459411339j),(4.110655291272783-10.95128949710336j),(-11.30143466714797+3.588863373196189j),(-7.381990490588181+5.196506770848412j),(-5.490697511606456-7.724189940239756j),(11.105852264253793+8.295430397595773j),(-5.369655687104865+5.428826598521881j)
350,(7+0j),(-104.56022672084065+0j),(-27.13069165712165+0j),(2+0j),(1.6895763760922233-10.765803072795116j),(7.844508477631474-12.062462063480375j),(-7.3801148812496145+17.93233088900305j),(4.168690943902301-3.4993045613769933j),(6.396009913701103-11.755368887016298j),(4.679833268484063-11.05864605112566j),(-1.210933221131654-6.493626202671465j),(-6.94528910541049+9.485578286250249j),(15.79923596842644-13.12530665988928j),(-3.085993163759685-3.779891591843421j),(-11.51716157359635-18.755592322685338j),(22.08266225853307-27.825387714607697j)
351,(4+0j),(-45.59123566147447+0j),(-53.90404618071838+0j),(6+0j),(-1.7108444028258925+1.2806844604120897j),(4.826814376707903+16.642663450283376j),(-6.373831056733538-3.3056318613363063j),(-9.099189669870666-2.056776067701886j),(4.859150343737981-3.8105284356815643j),(3.4064903668004938-17.334611540121408j),(9.817260703680814+1.5928645759525637j),(-1.0054186127909461-7.87010484381566j),(-30.025622904002134+0.17895503261357382j),(5.475360065533465+16.31636877273408j),(-8.47077829496006+9.97098195813884j),(3.0241787197446253+22.93231132870149j)
352,(3+0j),(-138.75329951510298+0j),(-56.81335527742834+0j),(7+0j),(14.220978773352389-3.0812634578067843j),(2.601204663001942+10.666281716307626j),(21.7757193175779+2.50287805770723j),(12.450531391307747+2.2131416657679504j),(-11.755040841898158-4.30030923768477j),(6.647853552735318-11.84116407518844j),(-0.5101947856545267+16.585881557037368j),(-8.714658495986958+7.5745885069076655j),(12.259172844889473-4.733117839960423j),(-1.1279147228841615+9.64918653679294j),(4.5245620948081715+11.72510735428176j),(7.684060472596431-1.4630370416383511j)
353,(3+0j),(3.925213048608657+0j),(-63.23876304186792+0j),(2+0j),(10.703418109549874-2.4970205900847953j),(-1.7432445530499039-6.106789093538339j),(3.136448598955236+9.350689429547874j),(2.5293435734509884+16.47887741437148j),(11.584900345845135+5.2011581413480625j),(-8.443360261524498+2.5216866009099466j),(-17.406569450017667-12.525075121008843j),(14.40841152443295+13.371925065263639j),(1.2102552896313037+4.832233811040657j),(7.779320021249463-2.4251376619014167j),(12.201861582577543-7.85919567725101j),(16.594098098261473+4.988665065691233j)
354,(7+0j),(-60.911138084200246+0j),(-48.912139735387704+0j),(7+0j),(3.806709450121782-14.319675612201781j),(2.5724735438605433+16.888890375453467j),(-8.59648865763256-0.7990108621275203j),(1.5245155464778621-7.539989562713222j),(12.540337218642295-9.744690894636893j),(-25.563767981430942-4.355993521548171j),(-6.517333571290119+17.00141214931531j),(-0.04524016697775422-11.305002849533503j),(-8.965307540150933+4.200220244753861j),(-3.7064971354902876+9.859077414583195j),(2.3962834589704647+21.448620310432776j),(6.729527132930251+4.228816777400523j)
355,(4+0j),(242.49898451618935+0j),(-134.36501589510723+0j),(4+0j),(14.530308618784495-1.5036407835560726j),(-2.5675660047276883+0.6108439000604461j),(-8.645179956461703-0.2420552312986934j),(18.08611259586289+24.677184727063583j),(-3.638467061758494+7.899529914575446j),(-3.6480513084922697+3.9495535991657245j),(-2.401759063472655+9.75574293160417j),(-17.895692226287625-4.792512748083576j),(0.5697205442928659-10.529442064208126j),(-15.925375157745453-7.684399698265095j),(-16.288020314959315-8.486721105030735j),(7.739155921869245-12.736509233623888j)
356,(6+0j),(-17.62517764572699+0j),(127.57302699406266+0j),(9+0j),(9.113541902422362+5.356197407678876j),(-9.161007096059436-13.202476848153477j),(3.3974722196518634-3.362102974855559j),(3.9103720785485323+16.966637220984744j),(-24.29748372951076-0.26057381378281114j),(-7.7256625448703184+19.775493360159626j),(6.515934276863212+2.340557951592966j),(-6.948179370363268-1.7676775001150986j),(10.227136832109839-12.766064387293476j),(0.6475081009835209+6.277116670659163j),(4.921177085121066+2.405821175162209j),(5.891439075694148-6.4336637954746j)
357,(3+0j),(54.10226988273289+0j),(22.66143614875992+0j),(10+0j),(13.58648321500847-1.7257848130196274j),(11.029393077401563-3.20656759901268j),(7.410774232412026-11.422246536179625j),(9.621787145764408-5.38006317372374j),(22.003273453204677-16.136615297141862j),(2.9875782119292826-0.04531559651574987j),(6.850708201258847-11.385720249218238j),(6.185130535752476-7.107220741865268j),(0.8161590120366033-8.076908250063125j),(3.0702784246085955-0.20383949286764597j),(-7.620420079058093+5.806128062249448j),(5.4551873440939955+8.664486999749254j)
358,(4+0j),(104.7932610632202+0j),(1.9251863493045929+0j),(8+0j),(9.674999076223163-11.744011655074916j),(22.97810969284257+3.4145752801122358j),(-11.055180764161474+3.186416784955586j),(7.437693275519668+2.9248996819368376j),(-3.1955667346747525+3.0541380835557357j),(-4.747940137672967-8.251422268347767j),(16.110551777578127-7.631585709888458j),(10.892615449746156-7.8156032719181905j),(5.700242761327832+6.13457473084126j),(6.1076270105456+5.445609977112449j),(9.055169421519647+0.1522344914763863j),(0.4368679513063275+2.845078415376082j)
